"content_id","title","description","total_seasons","imdb_score","release_dates","play_time","content_rating","total_episodes","content_type","imdb_link","last_updated","imdb_score_votes","rating_details","languages"
269,"Modern Times","The Tramp struggles to live in modern industrial society with the help of a young homeless woman.",1,"8.5","25 February 1936 (USA)","1h 27min",7,1,2,"http://www.imdb.com/title/tt0027977/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=07E62SRT60QJ0K2FBJH5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_39","2017-12-21 16:00:35.238174",165163,"{'total_votes': 165163, 'females': {'aged_18_29': {'total_votes': 9615, 'rating': 8.5}, 'aged_under_18': {'total_votes': 73, 'rating': 8.7}, 'aged_30_44': {'total_votes': 6536, 'rating': 8.5}, 'aged_over_45': {'total_votes': 2606, 'rating': 7.6}, 'all_votes': {'total_votes': 19765, 'rating': 8.4}}, 'votes_per_ratings': {'1': 2977, '5': 2645, '8': 41064, '2': 623, '3': 793, '6': 5980, '4': 1203, '7': 17252, '10': 45392, '9': 47234}, 'all_genders': {'aged_18_29': {'total_votes': 56719, 'rating': 8.6}, 'aged_under_18': {'total_votes': 497, 'rating': 8.6}, 'aged_30_44': {'total_votes': 53384, 'rating': 8.5}, 'aged_over_45': {'total_votes': 18148, 'rating': 8.4}, 'all_votes': {'total_votes': 165163, 'rating': 8.5}}, 'males': {'aged_18_29': {'total_votes': 46569, 'rating': 8.6}, 'aged_under_18': {'total_votes': 422, 'rating': 8.6}, 'aged_30_44': {'total_votes': 46249, 'rating': 8.5}, 'aged_over_45': {'total_votes': 15273, 'rating': 8.5}, 'all_votes': {'total_votes': 113147, 'rating': 8.5}}, 'rating_page_link': 'http://www.imdb.com/title/tt0027977/ratings?ref_=tt_ov_rt'}","['English']"
270,"Raiders of the Lost Ark","Archaeologist and adventurer Indiana Jones is hired by the U.S. government to find the Ark of the Covenant before the Nazis.",1,"8.5","12 June 1981 (USA)","1h 55min",8,1,2,"http://www.imdb.com/title/tt0082971/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=07E62SRT60QJ0K2FBJH5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_41","2017-12-21 16:00:45.095222",733151,"{'total_votes': 733151, 'females': {'aged_18_29': {'total_votes': 26492, 'rating': 8.1}, 'aged_under_18': {'total_votes': 218, 'rating': 8.1}, 'aged_30_44': {'total_votes': 33243, 'rating': 8.3}, 'aged_over_45': {'total_votes': 12995, 'rating': 8.6}, 'all_votes': {'total_votes': 76495, 'rating': 8.3}}, 'votes_per_ratings': {'1': 4913, '5': 10115, '8': 199042, '2': 1664, '3': 2226, '6': 28072, '4': 4182, '7': 94135, '10': 184217, '9': 204585}, 'all_genders': {'aged_18_29': {'total_votes': 188793, 'rating': 8.4}, 'aged_under_18': {'total_votes': 1995, 'rating': 8.6}, 'aged_30_44': {'total_votes': 276450, 'rating': 8.5}, 'aged_over_45': {'total_votes': 82976, 'rating': 8.7}, 'all_votes': {'total_votes': 733151, 'rating': 8.5}}, 'males': {'aged_18_29': {'total_votes': 160823, 'rating': 8.4}, 'aged_under_18': {'total_votes': 1761, 'rating': 8.6}, 'aged_30_44': {'total_votes': 240068, 'rating': 8.6}, 'aged_over_45': {'total_votes': 68733, 'rating': 8.8}, 'all_votes': {'total_votes': 494618, 'rating': 8.5}}, 'rating_page_link': 'http://www.imdb.com/title/tt0082971/ratings?ref_=tt_ov_rt'}","['English', 'German', 'Hebrew', 'Spanish', 'Arabic', 'Nepali']"
271,"Rear Window","A wheelchair-bound photographer spies on his neighbours from his apartment window and becomes convinced one of them has committed murder.",1,"8.5","September 1954 (USA)","1h 52min",8,1,2,"http://www.imdb.com/title/tt0047396/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=07E62SRT60QJ0K2FBJH5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_43","2017-12-21 16:00:53.194265",355500,"{'total_votes': 355500, 'females': {'aged_18_29': {'total_votes': 20676, 'rating': 8.5}, 'aged_under_18': {'total_votes': 121, 'rating': 8.6}, 'aged_30_44': {'total_votes': 20249, 'rating': 8.5}, 'aged_over_45': {'total_votes': 8527, 'rating': 8.8}, 'all_votes': {'total_votes': 51673, 'rating': 8.5}}, 'votes_per_ratings': {'1': 3726, '5': 5145, '8': 96272, '2': 978, '3': 1285, '6': 13936, '4': 2188, '7': 44429, '10': 85801, '9': 101740}, 'all_genders': {'aged_18_29': {'total_votes': 100202, 'rating': 8.5}, 'aged_under_18': {'total_votes': 715, 'rating': 8.7}, 'aged_30_44': {'total_votes': 127536, 'rating': 8.5}, 'aged_over_45': {'total_votes': 46194, 'rating': 8.6}, 'all_votes': {'total_votes': 355500, 'rating': 8.5}}, 'males': {'aged_18_29': {'total_votes': 78684, 'rating': 8.5}, 'aged_under_18': {'total_votes': 592, 'rating': 8.7}, 'aged_30_44': {'total_votes': 105865, 'rating': 8.5}, 'aged_over_45': {'total_votes': 37021, 'rating': 8.6}, 'all_votes': {'total_votes': 230233, 'rating': 8.5}}, 'rating_page_link': 'http://www.imdb.com/title/tt0047396/ratings?ref_=tt_ov_rt'}","['English']"
272,"M*A*S*H","The staff of an army hospital in the Korean war find that laughter is the best way to deal with their situation.",11,"8.4","1972–1983","25min",4,251,1,"http://www.imdb.com/title/tt0068098/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_247","2017-12-21 16:02:25.104306",42393,"{'total_votes': 42393, 'females': {'aged_under_18': {'total_votes': 6, 'rating': 7.8}, 'all_votes': {'total_votes': 8021, 'rating': 8.6}, 'aged_30_44': {'total_votes': 3433, 'rating': 8.5}, 'aged_18_29': {'total_votes': 1980, 'rating': 8.7}, 'aged_over_45': {'total_votes': 2235, 'rating': 8.8}}, 'rating_page_link': 'http://www.imdb.com/title/tt0068098/ratings?ref_=tt_ov_rt', 'all_genders': {'aged_under_18': {'total_votes': 55, 'rating': 8.4}, 'all_votes': {'total_votes': 42393, 'rating': 8.4}, 'aged_30_44': {'total_votes': 15771, 'rating': 8.3}, 'aged_18_29': {'total_votes': 7050, 'rating': 8.5}, 'aged_over_45': {'total_votes': 10467, 'rating': 8.5}}, 'males': {'aged_under_18': {'total_votes': 49, 'rating': 8.4}, 'all_votes': {'total_votes': 26421, 'rating': 8.4}, 'aged_30_44': {'total_votes': 12204, 'rating': 8.2}, 'aged_18_29': {'total_votes': 5012, 'rating': 8.5}, 'aged_over_45': {'total_votes': 8105, 'rating': 8.5}}, 'votes_per_ratings': {'1': 1216, '2': 287, '8': 8106, '4': 441, '7': 4176, '5': 866, '6': 1732, '3': 313, '10': 15389, '9': 9867}}","['English']"
273,"The Dark Knight","When the menace known as the Joker emerges from his mysterious past, he wreaks havoc and chaos on the people of Gotham, the Dark Knight must accept one of the greatest psychological and physical tests of his ability to fight injustice.",1,"9.0","18 July 2008 (USA)","2h 32min",9,1,2,"http://www.imdb.com/title/tt0468569/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=07E62SRT60QJ0K2FBJH5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_4","2017-12-21 16:12:43.379113",1864514,"{'total_votes': 1864514, 'females': {'aged_18_29': {'total_votes': 117905, 'rating': 8.9}, 'aged_under_18': {'total_votes': 942, 'rating': 9.0}, 'aged_30_44': {'total_votes': 76373, 'rating': 8.6}, 'aged_over_45': {'total_votes': 13395, 'rating': 8.0}, 'all_votes': {'total_votes': 222072, 'rating': 8.7}}, 'votes_per_ratings': {'5': 18542, '3': 6479, '4': 8833, '1': 27087, '2': 5796, '6': 38495, '7': 109879, '8': 282511, '10': 845443, '9': 521449}, 'all_genders': {'aged_18_29': {'total_votes': 699503, 'rating': 9.2}, 'aged_under_18': {'total_votes': 6367, 'rating': 9.3}, 'aged_30_44': {'total_votes': 595895, 'rating': 8.9}, 'aged_over_45': {'total_votes': 92280, 'rating': 8.2}, 'all_votes': {'total_votes': 1864514, 'rating': 9.0}}, 'males': {'aged_18_29': {'total_votes': 576328, 'rating': 9.2}, 'aged_under_18': {'total_votes': 5396, 'rating': 9.3}, 'aged_30_44': {'total_votes': 513015, 'rating': 8.9}, 'aged_over_45': {'total_votes': 77499, 'rating': 8.3}, 'all_votes': {'total_votes': 1257736, 'rating': 9.0}}, 'rating_page_link': 'http://www.imdb.com/title/tt0468569/ratings?ref_=tt_ov_rt'}","['English', 'Mandarin']"
274,"The Lord of the Rings: The Return of the King","Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.",1,"8.9","17 December 2003 (USA)","3h 21min",9,1,2,"http://www.imdb.com/title/tt0167260/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=07E62SRT60QJ0K2FBJH5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_8","2017-12-21 16:12:48.837698",1349707,"{'total_votes': 1349707, 'females': {'aged_18_29': {'total_votes': 91017, 'rating': 9.0}, 'aged_under_18': {'total_votes': 704, 'rating': 8.9}, 'aged_30_44': {'total_votes': 66414, 'rating': 8.8}, 'aged_over_45': {'total_votes': 15033, 'rating': 8.6}, 'all_votes': {'total_votes': 184027, 'rating': 8.9}}, 'votes_per_ratings': {'5': 17583, '3': 6677, '4': 8669, '1': 26778, '2': 5549, '6': 35614, '7': 93735, '8': 215230, '10': 586343, '9': 353529}, 'all_genders': {'aged_18_29': {'total_votes': 471756, 'rating': 9.1}, 'aged_under_18': {'total_votes': 3670, 'rating': 9.1}, 'aged_30_44': {'total_votes': 442791, 'rating': 8.8}, 'aged_over_45': {'total_votes': 90515, 'rating': 8.7}, 'all_votes': {'total_votes': 1349707, 'rating': 8.9}}, 'males': {'aged_18_29': {'total_votes': 376981, 'rating': 9.1}, 'aged_under_18': {'total_votes': 2947, 'rating': 9.2}, 'aged_30_44': {'total_votes': 371131, 'rating': 8.8}, 'aged_over_45': {'total_votes': 74046, 'rating': 8.7}, 'all_votes': {'total_votes': 877829, 'rating': 8.9}}, 'rating_page_link': 'http://www.imdb.com/title/tt0167260/ratings?ref_=tt_ov_rt'}","['English', 'Quenya', 'Old English', 'Sindarin']"
275,"The Shawshank Redemption","Two imprisoned men bond over a number of years, finding solace and eventual redemption through acts of common decency.",1,"9.3","14 October 1994 (USA)","2h 22min",10,1,2,"http://www.imdb.com/title/tt0111161/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=07E62SRT60QJ0K2FBJH5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_1","2017-12-21 16:14:12.103578",1888889,"{'total_votes': 1888889, 'females': {'all_votes': {'total_votes': 236274, 'rating': 9.2}, 'aged_18_29': {'total_votes': 110534, 'rating': 9.3}, 'aged_under_18': {'total_votes': 955, 'rating': 9.3}, 'aged_30_44': {'total_votes': 87164, 'rating': 9.2}, 'aged_over_45': {'total_votes': 22405, 'rating': 9.1}}, 'votes_per_ratings': {'1': 31073, '2': 3650, '8': 213545, '4': 4894, '5': 10452, '3': 3811, '6': 20743, '7': 69018, '10': 1055480, '9': 476223}, 'all_genders': {'all_votes': {'total_votes': 1888889, 'rating': 9.3}, 'aged_18_29': {'total_votes': 635248, 'rating': 9.3}, 'aged_under_18': {'total_votes': 5431, 'rating': 9.4}, 'aged_30_44': {'total_votes': 617671, 'rating': 9.3}, 'aged_over_45': {'total_votes': 130643, 'rating': 9.0}}, 'males': {'all_votes': {'total_votes': 1234262, 'rating': 9.3}, 'aged_18_29': {'total_votes': 520091, 'rating': 9.3}, 'aged_under_18': {'total_votes': 4447, 'rating': 9.5}, 'aged_30_44': {'total_votes': 523633, 'rating': 9.3}, 'aged_over_45': {'total_votes': 106230, 'rating': 9.0}}, 'rating_page_link': 'http://www.imdb.com/title/tt0111161/ratings?ref_=tt_ov_rt'}","['English']"
276,"Fight Club","An insomniac office worker, looking for a way to change his life, crosses paths with a devil-may-care soap maker, forming an underground fight club that evolves into something much, much more.",1,"8.8","15 October 1999 (USA)","2h 19min",10,1,2,"http://www.imdb.com/title/tt0137523/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=07E62SRT60QJ0K2FBJH5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_10","2017-12-21 16:14:22.749811",1513892,"{'total_votes': 1513892, 'females': {'all_votes': {'total_votes': 207945, 'rating': 8.7}, 'aged_18_29': {'total_votes': 105694, 'rating': 8.9}, 'aged_under_18': {'total_votes': 735, 'rating': 8.9}, 'aged_30_44': {'total_votes': 75791, 'rating': 8.7}, 'aged_over_45': {'total_votes': 13507, 'rating': 7.7}}, 'votes_per_ratings': {'1': 15316, '2': 5413, '8': 288521, '4': 9606, '5': 19164, '3': 6732, '6': 41088, '7': 117019, '10': 543541, '9': 467492}, 'all_genders': {'all_votes': {'total_votes': 1513892, 'rating': 8.8}, 'aged_18_29': {'total_votes': 531690, 'rating': 9.0}, 'aged_under_18': {'total_votes': 3829, 'rating': 9.1}, 'aged_30_44': {'total_votes': 504741, 'rating': 8.8}, 'aged_over_45': {'total_votes': 84489, 'rating': 8.0}}, 'males': {'all_votes': {'total_votes': 977132, 'rating': 8.9}, 'aged_18_29': {'total_votes': 421594, 'rating': 9.0}, 'aged_under_18': {'total_votes': 3071, 'rating': 9.1}, 'aged_30_44': {'total_votes': 422912, 'rating': 8.9}, 'aged_over_45': {'total_votes': 69557, 'rating': 8.1}}, 'rating_page_link': 'http://www.imdb.com/title/tt0137523/ratings?ref_=tt_ov_rt'}","['English']"
277,"Schindler's List","In German-occupied Poland during World War II, Oskar Schindler gradually becomes concerned for his Jewish workforce after witnessing their persecution by the Nazi Germans.",1,"8.9","4 February 1994 (USA)","3h 15min",10,1,2,"http://www.imdb.com/title/tt0108052/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=07E62SRT60QJ0K2FBJH5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_6","2017-12-21 16:15:33.122493",971314,"{'total_votes': 971314, 'females': {'aged_18_29': {'total_votes': 59804, 'rating': 9.0}, 'all_votes': {'total_votes': 137415, 'rating': 9.0}, 'aged_30_44': {'total_votes': 54032, 'rating': 8.9}, 'aged_under_18': {'total_votes': 412, 'rating': 8.9}, 'aged_over_45': {'total_votes': 15306, 'rating': 8.8}}, 'votes_per_ratings': {'5': 10460, '8': 173731, '9': 304729, '1': 16902, '2': 3472, '6': 20677, '4': 4879, '7': 64702, '10': 367931, '3': 3831}, 'all_genders': {'aged_18_29': {'total_votes': 295798, 'rating': 9.0}, 'all_votes': {'total_votes': 971314, 'rating': 8.9}, 'aged_30_44': {'total_votes': 344666, 'rating': 8.9}, 'aged_under_18': {'total_votes': 2033, 'rating': 9.1}, 'aged_over_45': {'total_votes': 86345, 'rating': 8.7}}, 'males': {'aged_18_29': {'total_votes': 233676, 'rating': 9.0}, 'all_votes': {'total_votes': 624821, 'rating': 8.9}, 'aged_30_44': {'total_votes': 286624, 'rating': 8.9}, 'aged_under_18': {'total_votes': 1605, 'rating': 9.2}, 'aged_over_45': {'total_votes': 69721, 'rating': 8.7}}, 'rating_page_link': 'http://www.imdb.com/title/tt0108052/ratings?ref_=tt_ov_rt'}","['English', 'Hebrew', 'German', 'Polish']"
278,"Inception","A thief, who steals corporate secrets through use of dream-sharing technology, is given the inverse task of planting an idea into the mind of a CEO.",1,"8.8","16 July 2010 (USA)","2h 28min",9,1,2,"http://www.imdb.com/title/tt1375666/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=07E62SRT60QJ0K2FBJH5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_14","2017-12-21 16:15:39.02723",1653362,"{'total_votes': 1653362, 'females': {'aged_18_29': {'total_votes': 137297, 'rating': 8.8}, 'all_votes': {'total_votes': 245305, 'rating': 8.7}, 'aged_30_44': {'total_votes': 77131, 'rating': 8.5}, 'aged_under_18': {'total_votes': 1048, 'rating': 9.0}, 'aged_over_45': {'total_votes': 13287, 'rating': 8.0}}, 'votes_per_ratings': {'5': 21095, '8': 314318, '9': 498993, '1': 15573, '2': 5358, '6': 47695, '4': 10309, '7': 135010, '10': 598216, '3': 6795}, 'all_genders': {'aged_18_29': {'total_votes': 654033, 'rating': 9.0}, 'all_votes': {'total_votes': 1653362, 'rating': 8.8}, 'aged_30_44': {'total_votes': 492445, 'rating': 8.7}, 'aged_under_18': {'total_votes': 5146, 'rating': 9.1}, 'aged_over_45': {'total_votes': 83151, 'rating': 8.1}}, 'males': {'aged_18_29': {'total_votes': 510896, 'rating': 9.0}, 'all_votes': {'total_votes': 1065914, 'rating': 8.8}, 'aged_30_44': {'total_votes': 408734, 'rating': 8.7}, 'aged_under_18': {'total_votes': 4066, 'rating': 9.1}, 'aged_over_45': {'total_votes': 68445, 'rating': 8.1}}, 'rating_page_link': 'http://www.imdb.com/title/tt1375666/ratings?ref_=tt_ov_rt'}","['English', 'Japanese', 'French']"
279,"The Matrix","A computer hacker learns from mysterious rebels about the true nature of his reality and his role in the war against its controllers.",1,"8.7","31 March 1999 (USA)","2h 16min",10,1,2,"http://www.imdb.com/title/tt0133093/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=07E62SRT60QJ0K2FBJH5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_18","2017-12-21 16:15:48.05277",1358758,"{'total_votes': 1358758, 'females': {'aged_18_29': {'total_votes': 69533, 'rating': 8.2}, 'all_votes': {'total_votes': 160534, 'rating': 8.3}, 'aged_30_44': {'total_votes': 65935, 'rating': 8.4}, 'aged_under_18': {'total_votes': 544, 'rating': 8.2}, 'aged_over_45': {'total_votes': 15712, 'rating': 8.2}}, 'votes_per_ratings': {'5': 20675, '8': 294661, '9': 409428, '1': 14801, '2': 5414, '6': 45717, '4': 10048, '7': 130250, '10': 420586, '3': 7178}, 'all_genders': {'aged_18_29': {'total_votes': 418045, 'rating': 8.6}, 'all_votes': {'total_votes': 1358758, 'rating': 8.7}, 'aged_30_44': {'total_votes': 487006, 'rating': 8.8}, 'aged_under_18': {'total_votes': 3312, 'rating': 8.5}, 'aged_over_45': {'total_votes': 102547, 'rating': 8.4}}, 'males': {'aged_18_29': {'total_votes': 345016, 'rating': 8.7}, 'all_votes': {'total_votes': 899746, 'rating': 8.8}, 'aged_30_44': {'total_votes': 415290, 'rating': 8.9}, 'aged_under_18': {'total_votes': 2748, 'rating': 8.5}, 'aged_over_45': {'total_votes': 85171, 'rating': 8.5}}, 'rating_page_link': 'http://www.imdb.com/title/tt0133093/ratings?ref_=tt_ov_rt'}","['English']"
280,"Se7en","Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives.",1,"8.6","22 September 1995 (USA)","2h 7min",10,1,2,"http://www.imdb.com/title/tt0114369/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=07E62SRT60QJ0K2FBJH5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_22","2017-12-21 16:15:52.721939",1151906,"{'total_votes': 1151906, 'females': {'aged_18_29': {'total_votes': 69704, 'rating': 8.5}, 'all_votes': {'total_votes': 153055, 'rating': 8.5}, 'aged_30_44': {'total_votes': 61640, 'rating': 8.5}, 'aged_under_18': {'total_votes': 422, 'rating': 8.7}, 'aged_over_45': {'total_votes': 12614, 'rating': 8.2}}, 'votes_per_ratings': {'5': 11548, '8': 304942, '9': 394189, '1': 6267, '2': 2420, '6': 31389, '4': 5091, '7': 122200, '10': 270535, '3': 3325}, 'all_genders': {'aged_18_29': {'total_votes': 377541, 'rating': 8.7}, 'all_votes': {'total_votes': 1151906, 'rating': 8.6}, 'aged_30_44': {'total_votes': 404794, 'rating': 8.7}, 'aged_under_18': {'total_votes': 2370, 'rating': 8.8}, 'aged_over_45': {'total_votes': 78205, 'rating': 8.3}}, 'males': {'aged_18_29': {'total_votes': 304791, 'rating': 8.7}, 'all_votes': {'total_votes': 752226, 'rating': 8.7}, 'aged_30_44': {'total_votes': 338417, 'rating': 8.7}, 'aged_under_18': {'total_votes': 1932, 'rating': 8.9}, 'aged_over_45': {'total_votes': 64366, 'rating': 8.3}}, 'rating_page_link': 'http://www.imdb.com/title/tt0114369/ratings?ref_=tt_ov_rt'}","['English']"
281,"The Usual Suspects","A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which began when five criminals met at a seemingly random police lineup.",1,"8.6","15 September 1995 (USA)","1h 46min",10,1,2,"http://www.imdb.com/title/tt0114814/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=07E62SRT60QJ0K2FBJH5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_26","2017-12-21 16:15:57.963446",825541,"{'total_votes': 825541, 'females': {'aged_18_29': {'total_votes': 30634, 'rating': 8.4}, 'all_votes': {'total_votes': 84082, 'rating': 8.5}, 'aged_30_44': {'total_votes': 38287, 'rating': 8.5}, 'aged_under_18': {'total_votes': 212, 'rating': 8.6}, 'aged_over_45': {'total_votes': 11084, 'rating': 8.5}}, 'votes_per_ratings': {'5': 9738, '8': 203154, '9': 268907, '1': 5942, '2': 1903, '6': 25317, '4': 4137, '7': 83202, '10': 220720, '3': 2521}, 'all_genders': {'aged_18_29': {'total_votes': 237822, 'rating': 8.6}, 'all_votes': {'total_votes': 825541, 'rating': 8.6}, 'aged_30_44': {'total_votes': 313458, 'rating': 8.6}, 'aged_under_18': {'total_votes': 1515, 'rating': 8.7}, 'aged_over_45': {'total_votes': 72424, 'rating': 8.5}}, 'males': {'aged_18_29': {'total_votes': 205326, 'rating': 8.6}, 'all_votes': {'total_votes': 564363, 'rating': 8.6}, 'aged_30_44': {'total_votes': 271674, 'rating': 8.6}, 'aged_under_18': {'total_votes': 1292, 'rating': 8.7}, 'aged_over_45': {'total_votes': 60199, 'rating': 8.5}}, 'rating_page_link': 'http://www.imdb.com/title/tt0114814/ratings?ref_=tt_ov_rt'}","['English', 'Hungarian', 'Spanish', 'French']"
282,"Coco","Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",1,"8.8","21 November 2017 (USA)","1h 45min",8,1,2,"http://www.imdb.com/title/tt2380307/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=07E62SRT60QJ0K2FBJH5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_30","2017-12-21 16:16:02.581429",39105,"{'total_votes': 39105, 'females': {'aged_18_29': {'total_votes': 3345, 'rating': 9.0}, 'all_votes': {'total_votes': 6455, 'rating': 9.0}, 'aged_30_44': {'total_votes': 1717, 'rating': 8.9}, 'aged_under_18': {'total_votes': 90, 'rating': 9.2}, 'aged_over_45': {'total_votes': 341, 'rating': 8.9}}, 'votes_per_ratings': {'5': 212, '8': 7022, '9': 11279, '1': 470, '2': 77, '6': 602, '4': 81, '7': 2413, '10': 16887, '3': 62}, 'all_genders': {'aged_18_29': {'total_votes': 13623, 'rating': 8.9}, 'all_votes': {'total_votes': 39105, 'rating': 8.8}, 'aged_30_44': {'total_votes': 9512, 'rating': 8.7}, 'aged_under_18': {'total_votes': 337, 'rating': 9.0}, 'aged_over_45': {'total_votes': 1827, 'rating': 8.6}}, 'males': {'aged_18_29': {'total_votes': 10123, 'rating': 8.8}, 'all_votes': {'total_votes': 22025, 'rating': 8.8}, 'aged_30_44': {'total_votes': 7583, 'rating': 8.7}, 'aged_under_18': {'total_votes': 245, 'rating': 9.0}, 'aged_over_45': {'total_votes': 1446, 'rating': 8.5}}, 'rating_page_link': 'http://www.imdb.com/title/tt2380307/ratings?ref_=tt_ov_rt'}","['English', 'Spanish']"
